index,0
0,1586233736345944064
1,-8253732312520982524
2,5985742821027741697
3,9196422147554148357
4,-54003479279435764
5,-4796654108144435184
6,-5306476211418300400
7,-2119661847919067121
8,-5619839978751524848
9,-92472069368578029
10,6657067236221386771
11,3073318574841790484
12,-7619788198978387943
13,-3054149136166027237
14,3831830024704753691
15,-5352494765561872354
16,-2397903544018665436
17,5491108204658556962
18,-2014198710036594647
19,2654801222170312745
20,2264366791701561393
21,-6680623675914452938
22,-1907557667166748618
23,6700900014127448120
24,4629614175477432379
25,-3651646065035444161
26,3336938310896451645
27,4538214228005486657
28,5068662904734744642
29,6625638433380630595
30,1437588294540853317
31,7759780785034100807
32,-6974111183814786995
33,-7818734046541250476
34,-5078650585454477229
35,658804784036053085
36,2413765213732864092
37,8147888364329238628
38,-9012316586970578838
39,-3892035093277310867
40,7247672351272468596
41,3547062447512092791
42,-252108543479250824
43,-5609206432522567558
44,-5349338524207284103
45,4155826742249521271
46,-5159593902268350340
47,2000920442856407169
48,6528096613411979396
49,3461785881076957319
50,905891101884416136
51,-2707048083354025844
52,2625470804488618128
53,5799011626377674899
54,-8439238261394243425
55,804742848857899168
56,-2616647204094738267
57,7736950926268694696
58,-4615716484246404945
59,-4636238342426328910
60,-2731644709858967374
61,-1339866294168846158
62,6745569863387578553
63,3429086972218835132
64,1126962434275541182
65,-2513098896259809089
66,-7582346162238652218
67,3211691945131901123
68,2128124794084131012
69,-1868899995693612856
70,-3183463561249947445
71,-490172160376176437
72,3740705129588850894
73,-4110572470684352303
74,-6071853255485554477
75,2378617231144517841
76,1627696174044545237
77,-4285523286861152040
78,1458601974854713560
79,-7145292309879324454
80,1952265452514705627
81,-1493254288249454373
82,-595131610902429474
83,509233480063779041
84,3874471133645504740
85,7114322572442075365
86,3586254597874647272
87,1547232635182383338
88,9072547101561585895
89,4637287417927565559
90,6080305102430404855
91,-5820212615102201603
92,-1400125678360592133
93,-8771533790759223041
94,8453301185909883126
95,-791317265430085370
96,-1745217867140300537
97,-3203147141446500085
98,862479666754748684
99,8206403064880169225
100,-9175505156081712876
101,-4655166289963384552
102,-7146238996343422693
103,6143190841983500567
104,6698608799253004567
105,1470234455073358107
106,6659258075168768282
107,1167724111315992858
108,-914822362304085729
109,2195335594844094753
110,-3447778395057553116
111,-2945791673291374299
112,2921872579794698540
113,-7020086663697137359
114,2982641630248173869
115,2531159432323531056
116,582249851725545780
117,40105741961003317
118,1165667618971844919
119,-4954771633045896900
120,-4025697074717654724
121,-3648328151551573698
122,8441430511341273402
123,1043626334806868290
124,-2365665049708592825
125,6001570890361078097
126,-7496803035900411549
127,-204436626957794975
128,-2220796859246182042
129,775535120385573223
130,-7928333710697430677
131,4707346321609064806
132,4792933928831025513
133,1375256210057462128
134,-976484119328849551
135,6671567924135723379
136,2113950525481812343
137,-2325135944191180423
138,-7592520288511327874
139,-3329156769727381123
140,-2246691115923799684
141,-4601451790837350019
142,-3441250608100146815
143,3973194958489911682
144,3819413611812094339
145,-5257275981525941881
146,8073500347368079752
147,-4770273853741334128
148,6026559897602228621
149,7862116512529777039
150,-75939356845932136
151,4678291296434127257
152,-8583757226007068258
153,6841690540556550553
154,-5800664290994159194
155,-7257013509282070102
156,-6064514903419911766
157,-7233229393005641300
158,2060749851566670252
159,-6070508981086846539
160,-6628525229860716107
161,-4302656892243672650
162,-5370211569160027718
163,845237177790890429
