index,0
0,-7164040743915749373
1,6855822050273132542
2,-6592926878794645500
3,-7249086381035094010
4,3755622189044858888
5,-2635910126289027061
6,2372865292390498312
7,-7856084872408203250
8,-7742295922114035696
9,-6978740357332991983
10,7347623943759855625
11,2565095188419969039
12,4808661168521740303
13,3885299042714255375
14,242560942598258710
15,-7502435077724307425
16,1979863794896207902
17,-8331476696854822878
18,-1244937399984848864
19,-6991121031469334492
20,-3854381846381461469
21,-4694805576204156891
22,4863465573900091424
23,-4236231759649308636
24,5429324116308394017
25,8372141488967254053
26,-2533586241587642326
27,5800750345439412264
28,-8086286777689833426
29,-9062294839375167443
30,-7699717161618636751
31,-5104917032699035600
32,4858229719804411950
33,7969096870979567661
34,-4259070038981869517
35,9157018197019721776
36,2654419124260831284
37,-2714421635544121289
38,5160922048049446965
39,-933052439487578055
40,4353494446946910265
41,2365310100075315257
42,4406477190739394622
43,-7700311615252987837
44,-2813207388223045568
45,-6450942459750514623
46,-1836139930472284097
47,8524127089377935428
48,-355968441058852793
49,1020209000006549577
50,597378719823036488
51,-3099593901785612215
52,830320079920037960
53,-1685797300392820661
54,7100816819788054601
55,7595140365754695756
56,6047925062922666062
57,-6883814739000557486
58,1073604959768805458
59,-105792348333014953
60,2821900590670020697
61,2339690407268057178
62,1309570313872736350
63,2772900594322243682
64,-8737165199325134746
65,-2265102773766717339
66,8114527160683724899
67,2534988733765124200
68,5657099399823884392
69,8208921249851113576
70,-9222894989445037972
71,-6971781225787555731
72,6572253428882866284
73,8674469630922063977
74,-6586429079686610834
75,305954142370267245
76,8380830340824301670
77,874965923261579379
78,-8706425692386099083
79,3974040400977854577
80,-1162622793060319117
81,1606696138639016053
82,-1614996645802672008
83,3723100627355435125
84,3957973823863521401
85,-2142855700803354500
86,7200677689242288251
87,5908489017152372860
88,-4673149978255556477
89,-2425992987522498425
90,4887802626665480325
91,4587190871744184455
92,9048146019081650310
93,-6008801970055937908
94,8850609660145565830
95,7039862495453511812
96,3870505594237616267
97,-7256129016710823791
98,2530079520254066834
99,8073947998084268176
100,796643230461198487
101,6341507858687721624
102,7050439324081586329
103,1337479922193662109
104,-7190809377167507292
105,-6607675602621562714
106,-1685367921739562842
107,1692945297299996840
108,6872246135160570024
109,-1696802950165561172
110,3820641500628385965
111,5857932834021048493
112,5581290959802597550
113,5629163203577643183
114,8697474638249066674
115,1667069967311700151
116,5344632862063591606
117,5287512284653027511
118,4064774647672471739
119,5071504728946639039
120,-7744540535878713147
121,1406189710776991939
122,614942087091585220
123,6042998616895652033
124,4841481527139893443
125,3840020411238449348
126,-5415213616262807346
127,-5479226229159755569
128,1867544237336953038
129,7045658390558802125
130,-6369417330019532587
131,-1819330625142652717
132,-3164963318728490790
133,-6516679903705562915
134,-4613715041255554851
135,-7151518183705018144
136,483767738670514398
137,899443798481436896
138,-4683630356175650589
139,-7584782309552684827
140,-1201774885365743390
141,-1217715686040010523
142,8202277460606845155
143,-2793980005065817881
144,-4449067361698184986
145,6333073941781151973
146,4867787392022348009
147,-8971748475008581388
148,1217185539870425330
149,-1024579617977532173
150,-6230379538510642953
151,863582805794095352
152,3201045803845943543
153,-3884021567093473027
154,-9147078932971912958
155,-6358937777266228989
156,4960375577090326783
157,-4298703250719112956
158,3940755109121622275
159,7291612443250917639
160,9052816381065560328
161,-6717655431991262962
162,-3101535006273830641
163,-3243161382601621232
164,-6422227450605469421
165,-7074996475581693675
166,-4815116626479415020
167,1571908455358398740
168,1467201178474774804
169,-7070994067913703142
170,-1541440058468335336
171,-1709730436402904807
172,3154959360304218392
173,-8276582932944125667
174,5247355335827128601
175,-1188437407813205731
176,-8783608197168889567
177,-2994325590489956064
178,806330847977013535
179,9085339275440029980
180,-4153994382074969821
181,162863046012043549
182,3973473258457268515
183,377138336168149284
184,3460332755461603621
185,-6023664881339072224
186,5796705253610881315
187,5669762039458562343
188,5892783933231333667
189,-2074009203073482457
190,-7010164701064199893
191,-7890694817311751890
192,-6454535690709499595
193,-8177780260224892613
194,3575675857329979708
195,-1423191906224832194
196,-8726729004696338110
197,841670034944819519
198,191863907723641152
199,-8611200635672460980
200,-3814759471034793651
201,-3079966921034825391
202,-8880219684578918059
203,6728725559808491857
204,9157367209333490001
205,4552628299210555732
206,-6232469084358966951
207,-2967372729506725542
208,-159954214388891302
209,-8289585326174109345
210,7568755770244727131
211,-1016549541870960290
212,3852861614181843295
213,4712763761040425311
214,-6215308625988288156
215,-3753744994874424988
216,2887468032892993889
217,7286312228744724830
218,-6395177245566697117
219,-3147200246045867671
220,4258259536681763175
221,925261041228054891
222,7826980606147428713
223,4317877850619642221
224,6557399387140391279
225,800133321113207154
226,984286501660000627
227,-1319263257230179981
228,1709195766006677875
229,8652600055942480242
230,-8441173210089127558
231,-5781638950165413509
232,3897332940645728632
233,-3902133236707229316
234,2191942688845070716
235,3904761028354376060
236,7325212743136575867
237,866192106376003969
238,-6771586105956236923
239,3309419371002462594
240,-2465331296000147063
241,1755233402213368201
242,5855510719116345736
243,-2958169282849930871
244,4184312383354831242
245,-4943836761881181809
246,7259128063157731723
247,-3730347555869556335
248,-768121715001130602
249,-5472266812867083880
250,-6827456925331750504
251,-4691374462994873949
252,-8305729569770700379
253,7248092334458536351
254,7630794896317481381
255,-3211866399340232277
256,2376237206699377066
257,-6701833820599221842
258,-3977565717093416526
259,-2162984613177327180
260,-3776740103761821259
261,-6750374672050683464
262,-404613909701328458
263,-2868800454449561159
264,3326346093614596537
265,-7581629803742232131
266,-987692350478876228
267,-3690221629865721410
268,5007785937048961467
269,-2892705730941812289
270,-6772597146190478908
271,3375062750896980419
272,761648348770075077
273,6934510669910770115
274,-859920081105321526
275,6927934171354366408
276,-9166892359753530922
277,8639245478664602065
